image_id,deep_feature_000,deep_feature_001,deep_feature_002,deep_feature_003,deep_feature_004,deep_feature_005,deep_feature_006,deep_feature_007,deep_feature_008,deep_feature_009,deep_feature_010,deep_feature_011,deep_feature_012,deep_feature_013,deep_feature_014,deep_feature_015,deep_feature_016,deep_feature_017,deep_feature_018,deep_feature_019,deep_feature_020,deep_feature_021,deep_feature_022,deep_feature_023,deep_feature_024,deep_feature_025,deep_feature_026,deep_feature_027,deep_feature_028,deep_feature_029,deep_feature_030,deep_feature_031,deep_feature_032,deep_feature_033,deep_feature_034,deep_feature_035,deep_feature_036,deep_feature_037,deep_feature_038,deep_feature_039,deep_feature_040,deep_feature_041,deep_feature_042,deep_feature_043,deep_feature_044,deep_feature_045,deep_feature_046,deep_feature_047,deep_feature_048,deep_feature_049,deep_feature_050,deep_feature_051,deep_feature_052,deep_feature_053,deep_feature_054,deep_feature_055,deep_feature_056,deep_feature_057,deep_feature_058,deep_feature_059,deep_feature_060,deep_feature_061,deep_feature_062,deep_feature_063,deep_feature_064,deep_feature_065,deep_feature_066,deep_feature_067,deep_feature_068,deep_feature_069,deep_feature_070,deep_feature_071,deep_feature_072,deep_feature_073,deep_feature_074,deep_feature_075,deep_feature_076,deep_feature_077,deep_feature_078,deep_feature_079,deep_feature_080,deep_feature_081,deep_feature_082,deep_feature_083,deep_feature_084,deep_feature_085,deep_feature_086,deep_feature_087,deep_feature_088,deep_feature_089,deep_feature_090,deep_feature_091,deep_feature_092,deep_feature_093,deep_feature_094,deep_feature_095
cnn_tile_050,-0.07243339,-0.272727,-0.82230467,-0.33568767,-0.43160552,-0.46362495,-0.40700385,0.9798145,-0.68740964,-0.6680035,0.9083654,-0.26196566,-0.40600494,-0.83266336,-0.98180574,-0.9212583,0.8988859,-0.9738056,0.2980637,0.6914504,0.5918413,-0.96630085,-0.49766704,-0.40435818,0.88608325,-0.8814358,0.7665272,0.87686026,-0.0015135247,0.99786514,0.48422876,-0.91077554,0.3218546,-0.87016135,0.31911278,0.81044626,0.8516106,-0.8565028,-0.8144342,0.88748443,0.003347876,0.8760525,-0.26220214,-0.73837256,-0.2780604,-0.51546997,0.16789927,-0.0462998,0.98620296,0.93590164,-0.8954448,-0.54896796,-0.67354494,0.6077681,0.9814806,-0.8483858,-0.8475992,0.6345793,-0.4577224,-0.037638232,-0.09445771,0.9571438,0.6722245,0.9413407,0.21788208,0.25641677,0.7766242,0.926696,-0.99579084,0.47789276,0.19102417,0.34323978,-0.28269643,-0.46311527,0.90141696,0.28783637,0.40559146,0.004436762,-0.010187222,-0.9331639,-0.98539203,-0.042418852,0.956341,-0.58153695,0.969989,0.59092265,-0.7177388,-0.9731531,-0.196253,-0.17008805,-0.15316159,-0.5682144,-0.008257589,-0.8433613,-0.678083,0.6387636
cnn_tile_051,0.083719134,-0.37616238,-0.80891514,-0.43658805,-0.35425663,-0.45622882,-0.29757008,0.9771366,-0.6675951,-0.7140449,0.89983374,-0.19791768,-0.38917544,-0.81195927,-0.9842639,-0.8899047,0.91562766,-0.971219,0.39348182,0.7432516,0.68058306,-0.9592644,-0.43594044,-0.35560924,0.9137753,-0.87182295,0.71848553,0.86487526,0.02379256,0.9971085,0.37554187,-0.93689924,0.1968081,-0.7857608,0.4698297,0.80689895,0.8531837,-0.83104765,-0.78162867,0.8627055,0.025756786,0.85888606,-0.49342552,-0.7016976,-0.10190024,-0.5941253,0.06977097,-0.24362054,0.9848443,0.93165934,-0.9047233,-0.48125285,-0.5817549,0.6009061,0.9795224,-0.8741322,-0.84202915,0.5308158,-0.46326393,-0.07497995,0.032772634,0.9716909,0.6198382,0.9253243,0.22858958,0.2967016,0.7978286,0.9263374,-0.9959585,0.5282574,0.12977031,0.50437486,-0.27595535,-0.611707,0.8774492,0.40645987,0.40424633,0.06038876,-0.019803505,-0.91386175,-0.9820801,0.100737594,0.9571405,-0.5619375,0.96909815,0.5024905,-0.7269808,-0.9690746,-0.23760417,-0.25388578,-0.2353613,-0.5984404,-0.052081805,-0.8307985,-0.7261531,0.6457592
cnn_tile_052,-0.0903765,-0.4345413,-0.7847704,-0.41401356,-0.42784014,-0.5010062,-0.30917722,0.98022777,-0.60294294,-0.63794917,0.8790589,-0.3638866,-0.38456526,-0.85614103,-0.9754178,-0.9171259,0.92664945,-0.97257715,0.42045403,0.75299007,0.66147375,-0.9551883,-0.51603836,-0.39381525,0.8958578,-0.86408937,0.75725734,0.85154176,-0.0595865,0.9962492,0.40348956,-0.89933354,0.2204596,-0.848514,0.36902037,0.8027726,0.84898466,-0.89881325,-0.83607566,0.89245236,0.038137898,0.8918732,-0.2760742,-0.6845945,-0.2933291,-0.6263226,0.27261353,-0.19914792,0.9879368,0.9373324,-0.91068834,-0.5580614,-0.7061307,0.5646443,0.98117703,-0.809882,-0.8460645,0.5878746,-0.32960984,-0.18020147,-0.05526928,0.9615982,0.5335993,0.92647564,0.16847762,0.43808404,0.8183567,0.9040126,-0.9966943,0.3770368,0.10394865,0.3103141,-0.121812895,-0.5713448,0.88281536,0.36973003,0.34138554,0.18975598,0.20804006,-0.9061262,-0.97944975,0.23493397,0.96199125,-0.54321307,0.9600199,0.630069,-0.7355494,-0.97363156,-0.28492594,-0.23827453,-0.094670944,-0.5201196,0.06321133,-0.84277874,-0.5474832,0.74242234
cnn_tile_053,-0.088761784,-0.4907463,-0.8071699,-0.27885002,-0.45248133,-0.30076998,-0.13514864,0.9710404,-0.63288254,-0.7564225,0.91840404,-0.3425941,-0.38456142,-0.86212754,-0.98309386,-0.9252636,0.90170926,-0.9737591,0.40024358,0.5743673,0.7010703,-0.95198256,-0.4383408,-0.46019083,0.89630884,-0.8780271,0.8012813,0.8614995,0.08981149,0.99703723,0.40019834,-0.9289447,0.112813465,-0.8027915,0.4244207,0.80862415,0.8474235,-0.90527415,-0.85818326,0.91638625,0.015171139,0.80038476,-0.36589727,-0.6601003,-0.32486984,-0.5026788,0.11234486,-0.1061053,0.9865028,0.9437544,-0.92006975,-0.51555836,-0.6721881,0.66135186,0.9843943,-0.85872835,-0.8533982,0.6764358,-0.442785,-0.11463996,-0.11008986,0.96747965,0.5915971,0.91458076,0.09677906,0.4081922,0.80714035,0.9329819,-0.9966535,0.44523498,0.18611085,-0.01927736,-0.0735858,-0.54162127,0.90223026,0.15135467,0.41292846,0.17497286,-0.012819907,-0.92841935,-0.9804068,-0.03845056,0.9574255,-0.4383708,0.94736606,0.55181223,-0.80942136,-0.9796594,-0.31147152,-0.1462119,-0.05269302,-0.5968348,-0.090849176,-0.8485658,-0.6531849,0.64605194
cnn_tile_054,-0.049057554,-0.36005867,-0.8023172,-0.38303602,-0.36038178,-0.36807212,-0.47460824,0.9809464,-0.69698447,-0.61775094,0.86759645,-0.33193496,-0.2040527,-0.85540825,-0.9834838,-0.9065,0.90314233,-0.9621991,0.39623442,0.78515375,0.6996048,-0.9534834,-0.35321745,-0.38452262,0.875295,-0.87806815,0.7430494,0.8060569,0.032960854,0.996268,0.36094186,-0.9084187,0.22982372,-0.7975415,0.35654077,0.7838783,0.8067239,-0.8362328,-0.79477185,0.8559528,0.06875995,0.89144975,-0.3117263,-0.7170023,-0.18192363,-0.55105805,0.2739072,-0.21938899,0.9866101,0.9253674,-0.9041941,-0.48432088,-0.7066244,0.4704575,0.981632,-0.80020624,-0.8690442,0.6041904,-0.43296742,0.056755908,-0.09046827,0.97169876,0.67142826,0.9275717,0.21365178,0.35163397,0.7884338,0.93327063,-0.99608034,0.37111002,0.029802887,0.5241788,-0.17860289,-0.48048386,0.87367654,0.31786892,0.5117424,-0.08340708,0.16287065,-0.92673004,-0.9713976,-0.11031374,0.96200716,-0.57634956,0.9597805,0.7297379,-0.78710073,-0.97014004,-0.2830522,-0.14379235,-0.2802995,-0.52016866,0.023143495,-0.8422392,-0.6606751,0.6854729
cnn_tile_055,0.08416232,-0.372231,-0.81227946,-0.36940402,-0.34353918,-0.48164383,-0.2560046,0.9740044,-0.71314114,-0.68446267,0.91682297,-0.06894825,-0.3612897,-0.80114436,-0.96980053,-0.89805734,0.91944593,-0.97579765,0.33428746,0.63528436,0.5473463,-0.96570957,-0.5243426,-0.32258403,0.9021484,-0.88280463,0.8088815,0.83390987,-0.029398276,0.9972331,0.36020243,-0.92294997,0.16746688,-0.8691271,0.34651938,0.85905933,0.83555025,-0.84224653,-0.850838,0.8631523,-0.109475,0.83548635,-0.22257674,-0.700654,-0.3897208,-0.40799472,0.14564946,-0.010220291,0.9840771,0.9340555,-0.92679745,-0.43344358,-0.64475435,0.5686045,0.97864497,-0.811953,-0.8411608,0.6103483,-0.34419733,0.12866831,-0.27052286,0.9571015,0.6046869,0.94399583,0.23642203,-0.003777173,0.8043949,0.93498486,-0.995688,0.39859182,0.46590737,0.21289833,-0.34167403,-0.4830691,0.8815796,0.21163365,0.48815593,0.10158733,-0.1180445,-0.92702514,-0.9815509,0.022519773,0.96163845,-0.4971149,0.9502529,0.6642871,-0.70636415,-0.9858199,-0.30252358,-0.2368357,0.066360325,-0.3627229,-0.0159859,-0.82115436,-0.5817749,0.5957453
cnn_tile_056,0.030471923,-0.58444154,-0.76094824,-0.3245796,-0.38552892,-0.4470786,-0.3741279,0.982204,-0.5726892,-0.61685663,0.8914102,-0.4567357,-0.30834243,-0.8616612,-0.9748774,-0.93312395,0.90716636,-0.9713594,0.4114081,0.6177347,0.5752931,-0.96951866,-0.32952183,-0.53074193,0.9013851,-0.89381224,0.82074547,0.78707874,-0.06860153,0.99712425,0.37698787,-0.8886045,0.20663384,-0.88659686,0.38144282,0.7933519,0.84557635,-0.87137467,-0.84152246,0.91888666,-0.08715188,0.84121823,-0.37730524,-0.6454682,-0.35553932,-0.6351273,0.31691074,0.058552805,0.98914766,0.9269054,-0.92270714,-0.44316798,-0.75420153,0.48334625,0.9779686,-0.8477747,-0.84933066,0.57968897,-0.512665,-0.07435955,-0.25944662,0.9606828,0.5816898,0.9430129,0.07095542,0.33912945,0.82269746,0.9289081,-0.9945096,0.27191374,0.1969311,0.1940853,-0.04162352,-0.5410575,0.8996849,0.18051146,0.46165252,0.008732008,0.04925844,-0.92275953,-0.9787834,-0.015292797,0.96936023,-0.4114968,0.9483519,0.70609236,-0.75841004,-0.98310965,-0.3246542,-0.064546175,-0.07358902,-0.5934048,0.0209358,-0.88876724,-0.6034165,0.54469323
cnn_tile_057,0.06627491,-0.41294783,-0.79457825,-0.32089597,-0.36653867,-0.46487066,-0.3999107,0.970791,-0.6618844,-0.70687604,0.8724097,-0.30912444,-0.21606646,-0.8296153,-0.9761405,-0.86911315,0.9057217,-0.9641313,0.32261604,0.6988471,0.66275185,-0.94940645,-0.41121945,-0.24415922,0.9175584,-0.89554596,0.7557534,0.83783245,0.07155615,0.9954665,0.14341615,-0.95302135,0.17053896,-0.77478915,0.4049694,0.8191482,0.85254616,-0.81411517,-0.82502747,0.837838,-0.019910185,0.8759831,-0.33332044,-0.67019147,-0.11472055,-0.5428519,0.121111825,-0.080937006,0.9830316,0.92011124,-0.89444095,-0.49642295,-0.61687785,0.5677251,0.9810667,-0.86398315,-0.8156686,0.44705006,-0.40994984,-0.013081416,-0.14307795,0.971932,0.56050074,0.9520887,0.24771293,0.18878035,0.83936065,0.93028766,-0.99489665,0.44795418,0.3593543,0.37182721,-0.3486527,-0.5460151,0.9037949,0.18147363,0.47643322,0.15943532,0.1452898,-0.91908723,-0.9781856,-0.049075533,0.9580153,-0.5630588,0.9555686,0.62197477,-0.77626586,-0.9797732,-0.2076205,-0.22894184,-0.2678002,-0.37092182,0.1107551,-0.83016247,-0.6591757,0.5972652
cnn_tile_058,-0.07078802,-0.46469525,-0.75679195,-0.27911198,-0.3670485,-0.5731704,-0.30121124,0.97513443,-0.69047004,-0.74380285,0.90229344,-0.27833572,-0.32588136,-0.7919039,-0.97559446,-0.89380914,0.92606604,-0.98146653,0.47431287,0.7189606,0.64778745,-0.9632254,-0.51055926,-0.3452252,0.89936465,-0.8598452,0.78974056,0.8342524,0.1747601,0.9966788,0.33801123,-0.93668765,0.28686318,-0.7876748,0.4519541,0.8253089,0.82004106,-0.90945405,-0.8508556,0.864999,0.08026386,0.862526,-0.4279313,-0.7381323,-0.23383449,-0.49977016,0.21333916,-0.17847663,0.98566765,0.93459207,-0.9330025,-0.48275965,-0.63129234,0.54929394,0.9830384,-0.8262841,-0.8337011,0.5847513,-0.42217502,-0.17234716,-0.005708677,0.9639482,0.5333358,0.92674166,0.0412498,0.23393129,0.8090223,0.9222929,-0.9961243,0.41216758,0.13218781,0.21857919,-0.16650258,-0.56422585,0.8987233,0.34148458,0.42303115,0.21644421,0.105171956,-0.8978133,-0.9694083,0.038626526,0.9621704,-0.5985829,0.9640353,0.69239837,-0.7834086,-0.97604144,-0.3411073,-0.15924874,-0.016158128,-0.46534327,-0.20024785,-0.86650497,-0.5565728,0.7046182
cnn_tile_059,-0.0904747,-0.43753245,-0.771895,-0.21591637,-0.40343308,-0.42975733,-0.37201893,0.970949,-0.63778466,-0.71864146,0.8845163,-0.2804247,-0.2004118,-0.8193771,-0.98169935,-0.9432383,0.9215187,-0.9761073,0.4080492,0.7062015,0.5872649,-0.9534227,-0.56035894,-0.36289656,0.8798069,-0.87981814,0.8011537,0.82652813,0.20705529,0.997173,0.3591105,-0.9188262,0.31120455,-0.80157137,0.35927558,0.80395955,0.8072088,-0.83248204,-0.8632202,0.88712037,-0.05022763,0.8338731,-0.30165008,-0.730984,-0.22373433,-0.40523487,0.13807692,-0.030865727,0.98566866,0.947623,-0.9031605,-0.4073074,-0.6911669,0.56548923,0.9855847,-0.81853527,-0.8185628,0.645117,-0.4657863,-0.15291122,-0.0680364,0.9709672,0.56603026,0.9247588,0.2236955,0.22551271,0.8165802,0.94731265,-0.9954779,0.4988941,0.19179097,0.2630461,-0.1760424,-0.4258231,0.87419426,0.107665524,0.53868496,0.06547828,-0.037072998,-0.9313538,-0.97804505,-0.09502463,0.95415354,-0.55845904,0.96764684,0.565666,-0.78684247,-0.9759324,-0.35138044,-0.12497052,-0.013259379,-0.5225705,-0.060574073,-0.87987125,-0.71428204,0.6353563
cnn_tile_060,0.031862244,-0.32344377,-0.82214403,-0.33469158,-0.21441711,-0.38518596,-0.38215643,0.97458434,-0.53673565,-0.56683576,0.855233,-0.3921398,-0.4009633,-0.80730206,-0.97337633,-0.921947,0.9313682,-0.9785679,0.30848417,0.54748714,0.6492496,-0.94596785,-0.672951,-0.4213351,0.9241002,-0.88295305,0.8358395,0.8807914,0.046424262,0.99400175,0.38534045,-0.9095369,0.115767576,-0.68441844,0.42041057,0.7657908,0.799775,-0.889584,-0.86835814,0.86286205,-0.09666922,0.9039754,-0.4368172,-0.70827276,-0.411831,-0.44894087,0.22811484,-0.13264537,0.9836692,0.9553915,-0.88954085,-0.5418616,-0.66333205,0.6219579,0.9821285,-0.8068907,-0.7721355,0.60556525,-0.32267377,-0.19000159,0.0020083617,0.9522645,0.62143654,0.89998156,0.2708808,0.40945646,0.82263565,0.90015835,-0.9942224,0.39051387,0.16550536,0.17865315,-0.16995445,-0.6490515,0.76884216,0.048658755,0.37458235,0.03962594,0.025155237,-0.90208745,-0.9678807,0.17870237,0.9638762,-0.58006394,0.92926645,0.71080613,-0.7332165,-0.9730185,-0.25458252,-0.08598615,0.14364986,-0.58022,0.21286578,-0.82319355,-0.4405293,0.69498414
cnn_tile_061,0.017223567,-0.4226805,-0.8392128,-0.3915146,-0.29149187,-0.32110992,-0.389681,0.9720679,-0.59474885,-0.6340134,0.87342393,-0.3929823,-0.46197388,-0.84477437,-0.96818846,-0.86380607,0.9193416,-0.9793034,0.20247519,0.5402584,0.67598486,-0.95298845,-0.58457303,-0.46005616,0.92370725,-0.87107974,0.8606544,0.86906064,0.028038364,0.9959345,0.3377568,-0.9474445,0.11407458,-0.7407067,0.46426705,0.7699438,0.8112238,-0.86882275,-0.8058827,0.831018,-0.15387283,0.904606,-0.4870885,-0.67952806,-0.29809183,-0.6390907,0.037693866,0.008490582,0.98455757,0.9545806,-0.9001633,-0.43802154,-0.6627394,0.6831481,0.9808101,-0.81730044,-0.7499579,0.56159234,-0.37221256,-0.014840564,-0.122370526,0.9320569,0.5348101,0.9139879,0.16607802,0.25810876,0.7688002,0.8920813,-0.99396694,0.4682843,0.21466555,0.113807045,-0.354886,-0.63011426,0.85638547,0.0900136,0.4348638,0.07387176,-0.15290076,-0.9251378,-0.9771524,-0.15670642,0.95331997,-0.5543226,0.9575023,0.5127393,-0.69259596,-0.97815967,-0.33945662,-0.1430556,0.064157724,-0.5946095,0.08049536,-0.8419792,-0.64136904,0.48849687
cnn_tile_062,-0.026643002,-0.4184988,-0.83003587,-0.286396,-0.24452877,-0.36393782,-0.43627387,0.9718559,-0.66564155,-0.6536162,0.84804076,-0.2973963,-0.4355577,-0.81006294,-0.9677234,-0.8972122,0.92475176,-0.9750511,0.4331935,0.6455685,0.7190239,-0.93467116,-0.5672532,-0.32597083,0.91432816,-0.8823387,0.84633106,0.86830664,0.21603766,0.99375147,0.33139554,-0.92928517,0.0644473,-0.67503387,0.34309024,0.7626703,0.7913494,-0.85152304,-0.81274986,0.8275351,-0.0690105,0.9057774,-0.44454628,-0.69162726,-0.23406588,-0.615268,0.10402068,-0.04257573,0.9842981,0.9417609,-0.87779725,-0.48180467,-0.73483425,0.48941964,0.9790447,-0.8181243,-0.74794525,0.54462373,-0.44990054,-0.11678292,-0.15544052,0.95248073,0.6194564,0.92471856,0.19292653,0.26171055,0.7927717,0.8747653,-0.9935584,0.4535478,0.08531571,0.23130904,-0.2335099,-0.55646574,0.8083435,0.028310765,0.46342167,0.105832644,-0.08696195,-0.91182667,-0.9773076,-0.1600022,0.9523458,-0.62107843,0.94378823,0.56868184,-0.77662736,-0.9743788,-0.2782071,-0.13966121,0.042570557,-0.63648456,0.10943757,-0.8389088,-0.5585947,0.6319833
cnn_tile_063,0.094073914,-0.36580083,-0.8371787,-0.2683186,-0.26829502,-0.31952354,-0.49311158,0.97377956,-0.5707571,-0.6421178,0.84209067,-0.24987246,-0.42054278,-0.8642506,-0.9742028,-0.8932647,0.90961343,-0.9733259,0.16237092,0.63208663,0.65422076,-0.9471248,-0.6814022,-0.41123644,0.9103433,-0.8597564,0.8449308,0.87430686,-0.10152995,0.996875,0.36308128,-0.9080382,0.25911936,-0.68397015,0.42450684,0.7361497,0.8239433,-0.8417423,-0.8558362,0.87689817,-0.25374067,0.91507554,-0.5061856,-0.6089079,-0.2651805,-0.5534507,0.14593703,-0.037963867,0.98305047,0.95705396,-0.898183,-0.41773254,-0.6857182,0.6724171,0.9793628,-0.83116245,-0.77294433,0.55819017,-0.43064192,-0.18963419,-0.1531755,0.9353623,0.55077237,0.8847826,0.22518256,0.1952404,0.7883408,0.9005949,-0.9936246,0.46569142,0.22219652,0.25807026,-0.1722651,-0.6529399,0.8480086,0.084028184,0.42531508,0.04553649,-0.024299806,-0.90976226,-0.97665185,0.072223134,0.9575101,-0.51229423,0.9482488,0.537428,-0.6779381,-0.9717984,-0.3625781,-0.15876517,0.096097544,-0.5896454,0.16161774,-0.75634557,-0.5728673,0.5693479
cnn_tile_064,0.06711071,-0.36055022,-0.813312,-0.3722729,-0.2708119,-0.3823276,-0.44858018,0.9644788,-0.58410823,-0.56530946,0.8602091,-0.36594605,-0.43391356,-0.85134387,-0.9700025,-0.89045763,0.927014,-0.9818531,0.26153302,0.5806976,0.7111269,-0.9495006,-0.5998325,-0.37574705,0.92113733,-0.80641335,0.86042947,0.8585611,0.13632575,0.99698037,0.3916567,-0.9365257,0.1968893,-0.73163944,0.38669848,0.8148079,0.8136405,-0.8807737,-0.8064528,0.83581173,-0.03763284,0.87178576,-0.4784823,-0.75288844,-0.1378686,-0.5270277,0.20320395,0.100728884,0.9894938,0.95713985,-0.8888546,-0.49981052,-0.6817581,0.6385918,0.9815332,-0.78047293,-0.7130427,0.60985386,-0.3696502,-0.049850073,-0.2275686,0.94862014,0.5539734,0.9273192,0.04819608,0.2888002,0.78692836,0.89429843,-0.99242306,0.4412843,0.1793664,0.22200191,-0.37899587,-0.5663398,0.787674,0.1396457,0.5133931,-0.009862789,-0.081323355,-0.9227885,-0.9776866,-0.12175577,0.9501068,-0.64484376,0.96058977,0.55296147,-0.7383839,-0.98216045,-0.22990869,-0.19361192,0.013810174,-0.5784026,0.09761189,-0.8468756,-0.6689084,0.60934436
cnn_tile_065,0.09794297,-0.4112235,-0.77145755,-0.2840855,-0.33642277,-0.44108716,-0.35808417,0.970642,-0.6270394,-0.6029997,0.8828996,-0.4310668,-0.37513155,-0.801697,-0.9658157,-0.88800275,0.93521816,-0.9701591,0.29924643,0.661781,0.70094335,-0.95325094,-0.5172477,-0.44497776,0.9281932,-0.83380264,0.85856223,0.8467429,0.08194616,0.9952072,0.36602655,-0.92060465,0.18695882,-0.7934241,0.34662017,0.791626,0.76417714,-0.8568937,-0.7803153,0.8577537,-0.14869952,0.89141035,-0.46206197,-0.6587981,-0.26136488,-0.5873087,0.13654687,0.024555141,0.9870886,0.95220464,-0.90173763,-0.5320086,-0.6692229,0.6372494,0.9800265,-0.81823736,-0.76230675,0.5719137,-0.36811984,-0.19787785,-0.032105807,0.9464414,0.58184093,0.89156854,0.15069404,0.38338363,0.815206,0.8771841,-0.993678,0.40729553,-0.0072400365,0.35410684,-0.16173318,-0.5111133,0.7802189,0.12904836,0.40300903,0.028325563,0.026290065,-0.92024654,-0.96375996,-0.07412806,0.96919465,-0.49790943,0.9484516,0.6794617,-0.7119895,-0.97736126,-0.26338977,-0.13561158,0.07371544,-0.53881747,0.06529747,-0.855264,-0.6054321,0.59406525
cnn_tile_066,-0.015378173,-0.39709023,-0.8181497,-0.30657455,-0.25448042,-0.4059448,-0.54287446,0.9774314,-0.61705995,-0.6253197,0.8464222,-0.35680625,-0.42934924,-0.83614826,-0.96681106,-0.91097647,0.9338747,-0.9774323,0.3264613,0.5788437,0.62794745,-0.9391091,-0.5768847,-0.44443342,0.916023,-0.84073746,0.86364186,0.8694526,0.06465255,0.9955601,0.38719013,-0.92205334,0.2363979,-0.7780916,0.3668935,0.78683305,0.8102176,-0.87899876,-0.82808673,0.88086396,-0.09804824,0.9104732,-0.37963685,-0.66609013,-0.2744927,-0.541528,0.24154748,-0.03002742,0.9826801,0.95201254,-0.887469,-0.5440137,-0.64283645,0.6156152,0.975724,-0.8354284,-0.71755135,0.63583905,-0.350739,-0.1330852,-0.10791703,0.93077654,0.5055026,0.91992486,0.14739224,0.3077802,0.76946515,0.883628,-0.99296516,0.37780637,0.13311549,0.24318497,-0.1517214,-0.55991995,0.8338824,0.037063245,0.41392106,0.08091473,-0.05411527,-0.90398914,-0.9772387,-0.03578797,0.95958054,-0.5339985,0.9482439,0.58482707,-0.709237,-0.97124475,-0.20265843,-0.124218866,0.191216,-0.64821285,0.23294583,-0.81611615,-0.5274326,0.52852833
cnn_tile_067,-0.08861791,-0.36303383,-0.79791427,-0.24507318,-0.20510386,-0.42226335,-0.51509696,0.9674655,-0.59633887,-0.6744263,0.8724771,-0.37554982,-0.52944034,-0.8215607,-0.96158355,-0.89458513,0.9397906,-0.9803809,0.47051674,0.6232971,0.6737458,-0.9426772,-0.5693332,-0.47948614,0.9067929,-0.84897363,0.8539052,0.8618157,0.24489848,0.9949797,0.39156124,-0.917649,0.14567529,-0.76989496,0.3904717,0.7485041,0.8368696,-0.89968383,-0.8030738,0.8378946,-0.023602676,0.88212234,-0.46037447,-0.65617216,-0.22744195,-0.6156772,0.17947064,-0.111145355,0.98301333,0.9381344,-0.87350965,-0.4548068,-0.6696666,0.48537776,0.9740407,-0.77995586,-0.7686557,0.5653198,-0.41395548,-0.102778785,-0.078709826,0.94017327,0.5704054,0.9286684,0.10893785,0.36381897,0.75339067,0.8856036,-0.9939358,0.41703922,0.14890692,0.17487782,-0.22256853,-0.57896936,0.81333876,-0.022207107,0.45795694,0.03673814,-0.10253358,-0.8985633,-0.9690303,-0.25343427,0.9541943,-0.5976845,0.9492462,0.5864379,-0.77583367,-0.9783236,-0.23629303,-0.0956992,0.036016278,-0.65012026,0.2606824,-0.8339104,-0.6075108,0.56889033
cnn_tile_068,-0.044160727,-0.37029347,-0.7976707,-0.385777,-0.22395463,-0.29535407,-0.5518028,0.96374077,-0.5403922,-0.61213964,0.84968007,-0.35908458,-0.3976931,-0.85167617,-0.96762025,-0.92377985,0.93100387,-0.97449476,0.20622244,0.6186806,0.6794553,-0.9497759,-0.5926999,-0.3242126,0.9221462,-0.8524799,0.8831845,0.8257953,-0.038780745,0.99631476,0.36108312,-0.91864115,0.18804365,-0.76629865,0.31419572,0.7745661,0.81302524,-0.85866666,-0.8270404,0.7975741,-0.07786926,0.8836849,-0.4158211,-0.71878844,-0.31379434,-0.5551292,0.27092347,-0.03676466,0.9857264,0.9537073,-0.88104856,-0.52289194,-0.74020827,0.6238617,0.9775515,-0.73375136,-0.7031171,0.57192045,-0.4560766,-0.16847625,-0.15499155,0.9482977,0.60925573,0.91446406,0.27896008,0.24886383,0.75422263,0.90107083,-0.99027973,0.3903187,-0.028010238,0.27174458,-0.21338311,-0.590968,0.74763185,0.11790499,0.5797738,-0.111868605,-0.09203906,-0.93278986,-0.9710066,-0.0063940906,0.9500558,-0.63306135,0.9577497,0.63389015,-0.6743185,-0.98240983,-0.2741356,-0.015082661,-0.03375764,-0.5645779,0.09973253,-0.8210984,-0.56479526,0.56112444
cnn_tile_069,-0.035251636,-0.3393994,-0.7282909,-0.42228496,-0.20877817,-0.41168243,-0.5226058,0.97196543,-0.51402575,-0.45865577,0.862107,-0.49458218,-0.37138343,-0.82722944,-0.9717978,-0.8932443,0.9255575,-0.97971064,0.41376552,0.65253973,0.71996033,-0.95523214,-0.53070647,-0.46856552,0.89456636,-0.8057908,0.85471696,0.8577787,0.116169155,0.9962013,0.35528293,-0.93937546,0.16720848,-0.7682123,0.5271313,0.8125848,0.8023237,-0.89231014,-0.77200454,0.8223579,-0.012254444,0.8931406,-0.4386878,-0.6865915,-0.21449552,-0.53328586,0.18811734,-0.0130765885,0.98339397,0.9453559,-0.9061229,-0.39958853,-0.59602934,0.5358435,0.97346145,-0.8045574,-0.7692233,0.50760406,-0.4174269,-0.15896206,-0.019556338,0.92580724,0.5281459,0.9138473,0.100448385,0.4013206,0.7463904,0.87716573,-0.9921475,0.29192108,0.26051626,0.3346899,-0.23405464,-0.6140389,0.790561,0.042757288,0.34182748,0.10933306,-0.006106323,-0.89478457,-0.95539886,0.03499741,0.9561552,-0.5669967,0.9480351,0.68728787,-0.7898414,-0.9775769,-0.27069312,-0.14954685,0.08609705,-0.5214393,0.2235196,-0.85418093,-0.5708183,0.5890778
